Artist,Song,Valence,Max Temp,Min Temp,Mean Temp,Danceability,Energy,Acousticness,Tempo,Date
"Zach Bryan, Noeline Hofmann",Purple Gas,0.493,27.148863636363636,17.886931818181818,22.53409090909091,0.52,0.308,0.856,143.928,2024-07-05
Shaboozey,A Bar Song (Tipsy),0.599,27.256818181818183,17.6375,22.40625,0.722,0.706,0.072,80.969,2024-07-06
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.731,27.256818181818183,17.6375,22.40625,0.638,0.855,0.00757,127.986,2024-07-06
Sabrina Carpenter,Espresso,0.69,27.256818181818183,17.6375,22.40625,0.701,0.76,0.107,103.969,2024-07-06
Kendrick Lamar,Not Like Us,0.214,27.256818181818183,17.6375,22.40625,0.898,0.472,0.0107,101.061,2024-07-06
Sabrina Carpenter,Please Please Please,0.579,27.256818181818183,17.6375,22.40625,0.669,0.586,0.274,107.071,2024-07-06
Billie Eilish,BIRDS OF A FEATHER,0.438,27.256818181818183,17.6375,22.40625,0.747,0.507,0.2,104.978,2024-07-06
Benson Boone,Beautiful Things,0.219,27.256818181818183,17.6375,22.40625,0.472,0.471,0.151,105.029,2024-07-06
Tommy Richman,MILLION DOLLAR BABY,0.919,27.256818181818183,17.6375,22.40625,0.852,0.697,0.0973,138.029,2024-07-06
Chappell Roan,"Good Luck, Babe!",0.785,27.256818181818183,17.6375,22.40625,0.7,0.582,0.0502,116.712,2024-07-06
Eminem,Houdini,0.889,27.256818181818183,17.6375,22.40625,0.936,0.887,0.0292,127.003,2024-07-06
Hozier,Too Sweet,0.934,27.256818181818183,17.6375,22.40625,0.741,0.62,0.0295,117.038,2024-07-06
Morgan Wallen,Lies Lies Lies,0.382,27.256818181818183,17.6375,22.40625,0.486,0.702,0.239,81.053,2024-07-06
Dasha,Austin (Boots Stop Workin'),0.739,27.256818181818183,17.6375,22.40625,0.756,0.672,0.464,114.935,2024-07-06
Morgan Wallen,Last Night,0.488,27.256818181818183,17.6375,22.40625,0.492,0.673,0.413,203.812,2024-07-06
Noah Kahan,Stick Season,0.801,27.256818181818183,17.6375,22.40625,0.664,0.5,0.799,117.896,2024-07-06
Teddy Swims,Lose Control,0.242,27.256818181818183,17.6375,22.40625,0.561,0.604,0.199,159.92,2024-07-06
Zach Bryan,Pink Skies,0.253,27.256818181818183,17.6375,22.40625,0.525,0.488,0.191,84.999,2024-07-06
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,27.256818181818183,17.6375,22.40625,0.429,0.453,0.554,77.639,2024-07-06
Myles Smith,Stargazing,0.332,27.256818181818183,17.6375,22.40625,0.635,0.601,0.246,123.994,2024-07-06
Zach Bryan,28,0.435,27.256818181818183,17.6375,22.40625,0.492,0.519,0.227,80.868,2024-07-06
"Quavo, Lana Del Rey",Tough,0.211,27.256818181818183,17.6375,22.40625,0.582,0.557,0.452,84.989,2024-07-06
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.861,27.256818181818183,17.6375,22.40625,0.577,0.904,0.0018,119.033,2024-07-06
"Marshmello, Kane Brown",Miles On It,0.785,27.256818181818183,17.6375,22.40625,0.634,0.761,0.00537,129.963,2024-07-06
"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),0.208,27.256818181818183,17.6375,22.40625,0.649,0.663,0.263,139.023,2024-07-06
The Kid LAROI,GIRLS,0.797,27.256818181818183,17.6375,22.40625,0.731,0.734,0.0382,101.008,2024-07-06
Billie Eilish,LUNCH,0.945,27.256818181818183,17.6375,22.40625,0.893,0.4,0.0452,124.987,2024-07-06
Zach Bryan,Something in the Orange,0.148,27.256818181818183,17.6375,22.40625,0.369,0.192,0.555,175.212,2024-07-06
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),0.281,27.256818181818183,17.6375,22.40625,0.504,0.386,0.502,192.004,2024-07-06
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),0.886,27.256818181818183,17.6375,22.40625,0.882,0.764,0.359,140.113,2024-07-06
Tommy Richman,DEVIL IS A LIE,0.613,27.256818181818183,17.6375,22.40625,0.904,0.452,0.174,90.026,2024-07-06
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,27.256818181818183,17.6375,22.40625,0.621,0.779,0.216,172.037,2024-07-06
Michael Marcagi,Scared To Start,0.443,27.256818181818183,17.6375,22.40625,0.527,0.551,0.384,148.035,2024-07-06
Chappell Roan,HOT TO GO!,0.957,27.256818181818183,17.6375,22.40625,0.742,0.757,0.0187,139.982,2024-07-06
Miley Cyrus,Party In The U.S.A.,0.47,27.256818181818183,17.6375,22.40625,0.652,0.698,0.00112,96.021,2024-07-06
Mark Ambor,Belong Together,0.64,27.256818181818183,17.6375,22.40625,0.646,0.668,0.491,90.969,2024-07-06
Van Morrison,Brown Eyed Girl,0.908,27.256818181818183,17.6375,22.40625,0.491,0.583,0.185,150.566,2024-07-06
Taylor Swift,Cruel Summer,0.564,27.256818181818183,17.6375,22.40625,0.552,0.702,0.117,169.994,2024-07-06
Zach Bryan,Heading South,0.388,27.256818181818183,17.6375,22.40625,0.68,0.246,0.783,110.23,2024-07-06
Luke Combs,Fast Car,0.67,27.256818181818183,17.6375,22.40625,0.712,0.603,0.186,97.994,2024-07-06
Creedence Clearwater Revival,Fortunate Son,0.663,27.256818181818183,17.6375,22.40625,0.64,0.663,0.201,132.77,2024-07-06
"Future, Metro Boomin, Kendrick Lamar",Like That,0.312,27.256818181818183,17.6375,22.40625,0.814,0.676,0.00709,162.012,2024-07-06
Journey,Don't Stop Believin' (2022 Remaster),0.51,27.256818181818183,17.6375,22.40625,0.505,0.754,0.132,119.204,2024-07-06
Benson Boone,Slow It Down,0.544,27.256818181818183,17.6375,22.40625,0.432,0.583,0.174,181.489,2024-07-06
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,27.256818181818183,17.6375,22.40625,0.681,0.714,0.0375,129.976,2024-07-06
Artemas,i like the way you kiss me,0.747,27.256818181818183,17.6375,22.40625,0.599,0.946,9.38e-4,151.647,2024-07-06
Ariana Grande,we can't be friends (wait for your love),0.295,27.256818181818183,17.6375,22.40625,0.645,0.646,0.0615,115.842,2024-07-06
"FloyyMenor, Cris Mj",Gata Only,0.669,27.256818181818183,17.6375,22.40625,0.791,0.499,0.446,99.986,2024-07-06
Djo,End of Beginning,0.912,27.256818181818183,17.6375,22.40625,0.689,0.454,0.0351,159.982,2024-07-06
"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),0.455,27.256818181818183,17.6375,22.40625,0.663,0.675,0.353,128.942,2024-07-06
Tucker Wetmore,Wind Up Missin’ You,0.636,27.256818181818183,17.6375,22.40625,0.572,0.722,0.512,171.857,2024-07-06
Shaboozey,A Bar Song (Tipsy),0.599,28.330113636363638,17.001704545454544,22.669886363636362,0.722,0.706,0.072,80.969,2024-07-07
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.731,28.330113636363638,17.001704545454544,22.669886363636362,0.638,0.855,0.00757,127.986,2024-07-07
Sabrina Carpenter,Espresso,0.69,28.330113636363638,17.001704545454544,22.669886363636362,0.701,0.76,0.107,103.969,2024-07-07
Kendrick Lamar,Not Like Us,0.214,28.330113636363638,17.001704545454544,22.669886363636362,0.898,0.472,0.0107,101.061,2024-07-07
Sabrina Carpenter,Please Please Please,0.579,28.330113636363638,17.001704545454544,22.669886363636362,0.669,0.586,0.274,107.071,2024-07-07
Billie Eilish,BIRDS OF A FEATHER,0.438,28.330113636363638,17.001704545454544,22.669886363636362,0.747,0.507,0.2,104.978,2024-07-07
Benson Boone,Beautiful Things,0.219,28.330113636363638,17.001704545454544,22.669886363636362,0.472,0.471,0.151,105.029,2024-07-07
Tommy Richman,MILLION DOLLAR BABY,0.919,28.330113636363638,17.001704545454544,22.669886363636362,0.852,0.697,0.0973,138.029,2024-07-07
Chappell Roan,"Good Luck, Babe!",0.785,28.330113636363638,17.001704545454544,22.669886363636362,0.7,0.582,0.0502,116.712,2024-07-07
Hozier,Too Sweet,0.934,28.330113636363638,17.001704545454544,22.669886363636362,0.741,0.62,0.0295,117.038,2024-07-07
Morgan Wallen,Lies Lies Lies,0.382,28.330113636363638,17.001704545454544,22.669886363636362,0.486,0.702,0.239,81.053,2024-07-07
Eminem,Houdini,0.889,28.330113636363638,17.001704545454544,22.669886363636362,0.936,0.887,0.0292,127.003,2024-07-07
Dasha,Austin (Boots Stop Workin'),0.739,28.330113636363638,17.001704545454544,22.669886363636362,0.756,0.672,0.464,114.935,2024-07-07
Morgan Wallen,Last Night,0.488,28.330113636363638,17.001704545454544,22.669886363636362,0.492,0.673,0.413,203.812,2024-07-07
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,28.330113636363638,17.001704545454544,22.669886363636362,0.429,0.453,0.554,77.639,2024-07-07
Noah Kahan,Stick Season,0.801,28.330113636363638,17.001704545454544,22.669886363636362,0.664,0.5,0.799,117.896,2024-07-07
Zach Bryan,Pink Skies,0.253,28.330113636363638,17.001704545454544,22.669886363636362,0.525,0.488,0.191,84.999,2024-07-07
Myles Smith,Stargazing,0.332,28.330113636363638,17.001704545454544,22.669886363636362,0.635,0.601,0.246,123.994,2024-07-07
Teddy Swims,Lose Control,0.242,28.330113636363638,17.001704545454544,22.669886363636362,0.561,0.604,0.199,159.92,2024-07-07
Zach Bryan,28,0.435,28.330113636363638,17.001704545454544,22.669886363636362,0.492,0.519,0.227,80.868,2024-07-07
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.861,28.330113636363638,17.001704545454544,22.669886363636362,0.577,0.904,0.0018,119.033,2024-07-07
"Marshmello, Kane Brown",Miles On It,0.785,28.330113636363638,17.001704545454544,22.669886363636362,0.634,0.761,0.00537,129.963,2024-07-07
"Quavo, Lana Del Rey",Tough,0.211,28.330113636363638,17.001704545454544,22.669886363636362,0.582,0.557,0.452,84.989,2024-07-07
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),0.281,28.330113636363638,17.001704545454544,22.669886363636362,0.504,0.386,0.502,192.004,2024-07-07
Billie Eilish,LUNCH,0.945,28.330113636363638,17.001704545454544,22.669886363636362,0.893,0.4,0.0452,124.987,2024-07-07
Zach Bryan,Something in the Orange,0.148,28.330113636363638,17.001704545454544,22.669886363636362,0.369,0.192,0.555,175.212,2024-07-07
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),0.886,28.330113636363638,17.001704545454544,22.669886363636362,0.882,0.764,0.359,140.113,2024-07-07
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,28.330113636363638,17.001704545454544,22.669886363636362,0.621,0.779,0.216,172.037,2024-07-07
The Kid LAROI,GIRLS,0.797,28.330113636363638,17.001704545454544,22.669886363636362,0.731,0.734,0.0382,101.008,2024-07-07
Tommy Richman,DEVIL IS A LIE,0.613,28.330113636363638,17.001704545454544,22.669886363636362,0.904,0.452,0.174,90.026,2024-07-07
"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),0.208,28.330113636363638,17.001704545454544,22.669886363636362,0.649,0.663,0.263,139.023,2024-07-07
Michael Marcagi,Scared To Start,0.443,28.330113636363638,17.001704545454544,22.669886363636362,0.527,0.551,0.384,148.035,2024-07-07
Luke Combs,Fast Car,0.67,28.330113636363638,17.001704545454544,22.669886363636362,0.712,0.603,0.186,97.994,2024-07-07
Taylor Swift,Cruel Summer,0.564,28.330113636363638,17.001704545454544,22.669886363636362,0.552,0.702,0.117,169.994,2024-07-07
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,28.330113636363638,17.001704545454544,22.669886363636362,0.681,0.714,0.0375,129.976,2024-07-07
Chappell Roan,HOT TO GO!,0.957,28.330113636363638,17.001704545454544,22.669886363636362,0.742,0.757,0.0187,139.982,2024-07-07
Mark Ambor,Belong Together,0.64,28.330113636363638,17.001704545454544,22.669886363636362,0.646,0.668,0.491,90.969,2024-07-07
Journey,Don't Stop Believin' (2022 Remaster),0.51,28.330113636363638,17.001704545454544,22.669886363636362,0.505,0.754,0.132,119.204,2024-07-07
Van Morrison,Brown Eyed Girl,0.908,28.330113636363638,17.001704545454544,22.669886363636362,0.491,0.583,0.185,150.566,2024-07-07
Zach Bryan,Heading South,0.388,28.330113636363638,17.001704545454544,22.669886363636362,0.68,0.246,0.783,110.23,2024-07-07
Benson Boone,Slow It Down,0.544,28.330113636363638,17.001704545454544,22.669886363636362,0.432,0.583,0.174,181.489,2024-07-07
"Future, Metro Boomin, Kendrick Lamar",Like That,0.312,28.330113636363638,17.001704545454544,22.669886363636362,0.814,0.676,0.00709,162.012,2024-07-07
Artemas,i like the way you kiss me,0.747,28.330113636363638,17.001704545454544,22.669886363636362,0.599,0.946,9.38e-4,151.647,2024-07-07
Morgan Wallen,You Proof,0.681,28.330113636363638,17.001704545454544,22.669886363636362,0.728,0.818,0.323,119.706,2024-07-07
Djo,End of Beginning,0.912,28.330113636363638,17.001704545454544,22.669886363636362,0.689,0.454,0.0351,159.982,2024-07-07
"FloyyMenor, Cris Mj",Gata Only,0.669,28.330113636363638,17.001704545454544,22.669886363636362,0.791,0.499,0.446,99.986,2024-07-07
Morgan Wallen,Thinkin’ Bout Me,0.468,28.330113636363638,17.001704545454544,22.669886363636362,0.659,0.789,0.487,139.982,2024-07-07
"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),0.455,28.330113636363638,17.001704545454544,22.669886363636362,0.663,0.675,0.353,128.942,2024-07-07
Ariana Grande,we can't be friends (wait for your love),0.295,28.330113636363638,17.001704545454544,22.669886363636362,0.645,0.646,0.0615,115.842,2024-07-07
Tucker Wetmore,Wind Up Missin’ You,0.636,28.330113636363638,17.001704545454544,22.669886363636362,0.572,0.722,0.512,171.857,2024-07-07
Shaboozey,A Bar Song (Tipsy),0.599,29.798295454545453,18.35681818181818,24.053977272727273,0.722,0.706,0.072,80.969,2024-07-08
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.731,29.798295454545453,18.35681818181818,24.053977272727273,0.638,0.855,0.00757,127.986,2024-07-08
Kendrick Lamar,Not Like Us,0.214,29.798295454545453,18.35681818181818,24.053977272727273,0.898,0.472,0.0107,101.061,2024-07-08
Sabrina Carpenter,Espresso,0.69,29.798295454545453,18.35681818181818,24.053977272727273,0.701,0.76,0.107,103.969,2024-07-08
Sabrina Carpenter,Please Please Please,0.579,29.798295454545453,18.35681818181818,24.053977272727273,0.669,0.586,0.274,107.071,2024-07-08
Billie Eilish,BIRDS OF A FEATHER,0.438,29.798295454545453,18.35681818181818,24.053977272727273,0.747,0.507,0.2,104.978,2024-07-08
Benson Boone,Beautiful Things,0.219,29.798295454545453,18.35681818181818,24.053977272727273,0.472,0.471,0.151,105.029,2024-07-08
Tommy Richman,MILLION DOLLAR BABY,0.919,29.798295454545453,18.35681818181818,24.053977272727273,0.852,0.697,0.0973,138.029,2024-07-08
Chappell Roan,"Good Luck, Babe!",0.785,29.798295454545453,18.35681818181818,24.053977272727273,0.7,0.582,0.0502,116.712,2024-07-08
Hozier,Too Sweet,0.934,29.798295454545453,18.35681818181818,24.053977272727273,0.741,0.62,0.0295,117.038,2024-07-08
Eminem,Houdini,0.889,29.798295454545453,18.35681818181818,24.053977272727273,0.936,0.887,0.0292,127.003,2024-07-08
Morgan Wallen,Lies Lies Lies,0.382,29.798295454545453,18.35681818181818,24.053977272727273,0.486,0.702,0.239,81.053,2024-07-08
Dasha,Austin (Boots Stop Workin'),0.739,29.798295454545453,18.35681818181818,24.053977272727273,0.756,0.672,0.464,114.935,2024-07-08
Zach Bryan,Pink Skies,0.253,29.798295454545453,18.35681818181818,24.053977272727273,0.525,0.488,0.191,84.999,2024-07-08
Noah Kahan,Stick Season,0.801,29.798295454545453,18.35681818181818,24.053977272727273,0.664,0.5,0.799,117.896,2024-07-08
Myles Smith,Stargazing,0.332,29.798295454545453,18.35681818181818,24.053977272727273,0.635,0.601,0.246,123.994,2024-07-08
Zach Bryan,28,0.435,29.798295454545453,18.35681818181818,24.053977272727273,0.492,0.519,0.227,80.868,2024-07-08
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,29.798295454545453,18.35681818181818,24.053977272727273,0.429,0.453,0.554,77.639,2024-07-08
Teddy Swims,Lose Control,0.242,29.798295454545453,18.35681818181818,24.053977272727273,0.561,0.604,0.199,159.92,2024-07-08
Morgan Wallen,Last Night,0.488,29.798295454545453,18.35681818181818,24.053977272727273,0.492,0.673,0.413,203.812,2024-07-08
"Quavo, Lana Del Rey",Tough,0.211,29.798295454545453,18.35681818181818,24.053977272727273,0.582,0.557,0.452,84.989,2024-07-08
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.861,29.798295454545453,18.35681818181818,24.053977272727273,0.577,0.904,0.0018,119.033,2024-07-08
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),0.281,29.798295454545453,18.35681818181818,24.053977272727273,0.504,0.386,0.502,192.004,2024-07-08
Billie Eilish,LUNCH,0.945,29.798295454545453,18.35681818181818,24.053977272727273,0.893,0.4,0.0452,124.987,2024-07-08
Zach Bryan,Something in the Orange,0.148,29.798295454545453,18.35681818181818,24.053977272727273,0.369,0.192,0.555,175.212,2024-07-08
"Marshmello, Kane Brown",Miles On It,0.785,29.798295454545453,18.35681818181818,24.053977272727273,0.634,0.761,0.00537,129.963,2024-07-08
"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),0.208,29.798295454545453,18.35681818181818,24.053977272727273,0.649,0.663,0.263,139.023,2024-07-08
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),0.886,29.798295454545453,18.35681818181818,24.053977272727273,0.882,0.764,0.359,140.113,2024-07-08
The Kid LAROI,GIRLS,0.797,29.798295454545453,18.35681818181818,24.053977272727273,0.731,0.734,0.0382,101.008,2024-07-08
Tommy Richman,DEVIL IS A LIE,0.613,29.798295454545453,18.35681818181818,24.053977272727273,0.904,0.452,0.174,90.026,2024-07-08
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,29.798295454545453,18.35681818181818,24.053977272727273,0.621,0.779,0.216,172.037,2024-07-08
Michael Marcagi,Scared To Start,0.443,29.798295454545453,18.35681818181818,24.053977272727273,0.527,0.551,0.384,148.035,2024-07-08
Mark Ambor,Belong Together,0.64,29.798295454545453,18.35681818181818,24.053977272727273,0.646,0.668,0.491,90.969,2024-07-08
Chappell Roan,HOT TO GO!,0.957,29.798295454545453,18.35681818181818,24.053977272727273,0.742,0.757,0.0187,139.982,2024-07-08
Benson Boone,Slow It Down,0.544,29.798295454545453,18.35681818181818,24.053977272727273,0.432,0.583,0.174,181.489,2024-07-08
Taylor Swift,Cruel Summer,0.564,29.798295454545453,18.35681818181818,24.053977272727273,0.552,0.702,0.117,169.994,2024-07-08
"Future, Metro Boomin, Kendrick Lamar",Like That,0.312,29.798295454545453,18.35681818181818,24.053977272727273,0.814,0.676,0.00709,162.012,2024-07-08
Luke Combs,Fast Car,0.67,29.798295454545453,18.35681818181818,24.053977272727273,0.712,0.603,0.186,97.994,2024-07-08
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,29.798295454545453,18.35681818181818,24.053977272727273,0.681,0.714,0.0375,129.976,2024-07-08
Zach Bryan,Heading South,0.388,29.798295454545453,18.35681818181818,24.053977272727273,0.68,0.246,0.783,110.23,2024-07-08
Artemas,i like the way you kiss me,0.747,29.798295454545453,18.35681818181818,24.053977272727273,0.599,0.946,9.38e-4,151.647,2024-07-08
"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),0.455,29.798295454545453,18.35681818181818,24.053977272727273,0.663,0.675,0.353,128.942,2024-07-08
Djo,End of Beginning,0.912,29.798295454545453,18.35681818181818,24.053977272727273,0.689,0.454,0.0351,159.982,2024-07-08
Ariana Grande,we can't be friends (wait for your love),0.295,29.798295454545453,18.35681818181818,24.053977272727273,0.645,0.646,0.0615,115.842,2024-07-08
"FloyyMenor, Cris Mj",Gata Only,0.669,29.798295454545453,18.35681818181818,24.053977272727273,0.791,0.499,0.446,99.986,2024-07-08
Morgan Wallen,You Proof,0.681,29.798295454545453,18.35681818181818,24.053977272727273,0.728,0.818,0.323,119.706,2024-07-08
Morgan Wallen,Thinkin’ Bout Me,0.468,29.798295454545453,18.35681818181818,24.053977272727273,0.659,0.789,0.487,139.982,2024-07-08
Tucker Wetmore,Wind Up Missin’ You,0.636,29.798295454545453,18.35681818181818,24.053977272727273,0.572,0.722,0.512,171.857,2024-07-08
Journey,Don't Stop Believin' (2022 Remaster),0.51,29.798295454545453,18.35681818181818,24.053977272727273,0.505,0.754,0.132,119.204,2024-07-08
Van Morrison,Brown Eyed Girl,0.908,29.798295454545453,18.35681818181818,24.053977272727273,0.491,0.583,0.185,150.566,2024-07-08
Shaboozey,A Bar Song (Tipsy),0.599,29.644886363636363,19.807386363636365,24.697727272727274,0.722,0.706,0.072,80.969,2024-07-09
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),0.731,29.644886363636363,19.807386363636365,24.697727272727274,0.638,0.855,0.00757,127.986,2024-07-09
Kendrick Lamar,Not Like Us,0.214,29.644886363636363,19.807386363636365,24.697727272727274,0.898,0.472,0.0107,101.061,2024-07-09
Sabrina Carpenter,Espresso,0.69,29.644886363636363,19.807386363636365,24.697727272727274,0.701,0.76,0.107,103.969,2024-07-09
Sabrina Carpenter,Please Please Please,0.579,29.644886363636363,19.807386363636365,24.697727272727274,0.669,0.586,0.274,107.071,2024-07-09
Billie Eilish,BIRDS OF A FEATHER,0.438,29.644886363636363,19.807386363636365,24.697727272727274,0.747,0.507,0.2,104.978,2024-07-09
Benson Boone,Beautiful Things,0.219,29.644886363636363,19.807386363636365,24.697727272727274,0.472,0.471,0.151,105.029,2024-07-09
Tommy Richman,MILLION DOLLAR BABY,0.919,29.644886363636363,19.807386363636365,24.697727272727274,0.852,0.697,0.0973,138.029,2024-07-09
Chappell Roan,"Good Luck, Babe!",0.785,29.644886363636363,19.807386363636365,24.697727272727274,0.7,0.582,0.0502,116.712,2024-07-09
Morgan Wallen,Lies Lies Lies,0.382,29.644886363636363,19.807386363636365,24.697727272727274,0.486,0.702,0.239,81.053,2024-07-09
Hozier,Too Sweet,0.934,29.644886363636363,19.807386363636365,24.697727272727274,0.741,0.62,0.0295,117.038,2024-07-09
Eminem,Houdini,0.889,29.644886363636363,19.807386363636365,24.697727272727274,0.936,0.887,0.0292,127.003,2024-07-09
Dasha,Austin (Boots Stop Workin'),0.739,29.644886363636363,19.807386363636365,24.697727272727274,0.756,0.672,0.464,114.935,2024-07-09
Zach Bryan,28,0.435,29.644886363636363,19.807386363636365,24.697727272727274,0.492,0.519,0.227,80.868,2024-07-09
Zach Bryan,Pink Skies,0.253,29.644886363636363,19.807386363636365,24.697727272727274,0.525,0.488,0.191,84.999,2024-07-09
Myles Smith,Stargazing,0.332,29.644886363636363,19.807386363636365,24.697727272727274,0.635,0.601,0.246,123.994,2024-07-09
Noah Kahan,Stick Season,0.801,29.644886363636363,19.807386363636365,24.697727272727274,0.664,0.5,0.799,117.896,2024-07-09
"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),0.155,29.644886363636363,19.807386363636365,24.697727272727274,0.429,0.453,0.554,77.639,2024-07-09
Teddy Swims,Lose Control,0.242,29.644886363636363,19.807386363636365,24.697727272727274,0.561,0.604,0.199,159.92,2024-07-09
Morgan Wallen,Last Night,0.488,29.644886363636363,19.807386363636365,24.697727272727274,0.492,0.673,0.413,203.812,2024-07-09
"Quavo, Lana Del Rey",Tough,0.211,29.644886363636363,19.807386363636365,24.697727272727274,0.582,0.557,0.452,84.989,2024-07-09
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),0.281,29.644886363636363,19.807386363636365,24.697727272727274,0.504,0.386,0.502,192.004,2024-07-09
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0.861,29.644886363636363,19.807386363636365,24.697727272727274,0.577,0.904,0.0018,119.033,2024-07-09
Billie Eilish,LUNCH,0.945,29.644886363636363,19.807386363636365,24.697727272727274,0.893,0.4,0.0452,124.987,2024-07-09
"Marshmello, Kane Brown",Miles On It,0.785,29.644886363636363,19.807386363636365,24.697727272727274,0.634,0.761,0.00537,129.963,2024-07-09
The Kid LAROI,GIRLS,0.797,29.644886363636363,19.807386363636365,24.697727272727274,0.731,0.734,0.0382,101.008,2024-07-09
Zach Bryan,Something in the Orange,0.148,29.644886363636363,19.807386363636365,24.697727272727274,0.369,0.192,0.555,175.212,2024-07-09
Tommy Richman,DEVIL IS A LIE,0.613,29.644886363636363,19.807386363636365,24.697727272727274,0.904,0.452,0.174,90.026,2024-07-09
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),0.886,29.644886363636363,19.807386363636365,24.697727272727274,0.882,0.764,0.359,140.113,2024-07-09
"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),0.399,29.644886363636363,19.807386363636365,24.697727272727274,0.621,0.779,0.216,172.037,2024-07-09
"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),0.208,29.644886363636363,19.807386363636365,24.697727272727274,0.649,0.663,0.263,139.023,2024-07-09
Michael Marcagi,Scared To Start,0.443,29.644886363636363,19.807386363636365,24.697727272727274,0.527,0.551,0.384,148.035,2024-07-09
Mark Ambor,Belong Together,0.64,29.644886363636363,19.807386363636365,24.697727272727274,0.646,0.668,0.491,90.969,2024-07-09
Chappell Roan,HOT TO GO!,0.957,29.644886363636363,19.807386363636365,24.697727272727274,0.742,0.757,0.0187,139.982,2024-07-09
Benson Boone,Slow It Down,0.544,29.644886363636363,19.807386363636365,24.697727272727274,0.432,0.583,0.174,181.489,2024-07-09
"Future, Metro Boomin, Kendrick Lamar",Like That,0.312,29.644886363636363,19.807386363636365,24.697727272727274,0.814,0.676,0.00709,162.012,2024-07-09
Zach Bryan,Heading South,0.388,29.644886363636363,19.807386363636365,24.697727272727274,0.68,0.246,0.783,110.23,2024-07-09
"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),0.455,29.644886363636363,19.807386363636365,24.697727272727274,0.663,0.675,0.353,128.942,2024-07-09
Taylor Swift,Cruel Summer,0.564,29.644886363636363,19.807386363636365,24.697727272727274,0.552,0.702,0.117,169.994,2024-07-09
Artemas,i like the way you kiss me,0.747,29.644886363636363,19.807386363636365,24.697727272727274,0.599,0.946,9.38e-4,151.647,2024-07-09
"David Guetta, OneRepublic",I Don't Wanna Wait,0.554,29.644886363636363,19.807386363636365,24.697727272727274,0.681,0.714,0.0375,129.976,2024-07-09
Djo,End of Beginning,0.912,29.644886363636363,19.807386363636365,24.697727272727274,0.689,0.454,0.0351,159.982,2024-07-09
Luke Combs,Fast Car,0.67,29.644886363636363,19.807386363636365,24.697727272727274,0.712,0.603,0.186,97.994,2024-07-09
Ariana Grande,we can't be friends (wait for your love),0.295,29.644886363636363,19.807386363636365,24.697727272727274,0.645,0.646,0.0615,115.842,2024-07-09
"FloyyMenor, Cris Mj",Gata Only,0.669,29.644886363636363,19.807386363636365,24.697727272727274,0.791,0.499,0.446,99.986,2024-07-09
Morgan Wallen,You Proof,0.681,29.644886363636363,19.807386363636365,24.697727272727274,0.728,0.818,0.323,119.706,2024-07-09
Morgan Wallen,Thinkin’ Bout Me,0.468,29.644886363636363,19.807386363636365,24.697727272727274,0.659,0.789,0.487,139.982,2024-07-09
Tucker Wetmore,Wind Up Missin’ You,0.636,29.644886363636363,19.807386363636365,24.697727272727274,0.572,0.722,0.512,171.857,2024-07-09
