date,track_name,artist,valence,danceability,energy,acousticness,tempo,temperature
2024-06-01,This is me trying,Taylor Swift,0.7852440137416125,0.8645078879781067,0.5605102283763699,0.6244408013299108,149.42996196448803,21.45093024149537
2024-06-01,Fearless,Taylor Swift,0.744534650631249,0.565231186337769,0.7686805199133232,0.6541167734190823,75.17376872710884,21.45093024149537
2024-06-01,About you,The 1975,0.23511067386716605,0.5536415450274944,0.5419654389261268,0.04570461194962264,64.14718952961266,21.45093024149537
2024-06-01,Robbers,The 1975,0.7571436014026404,0.8003731966018677,0.44356731117004533,0.7056346751749516,115.68002359941602,21.45093024149537
2024-06-01,Free Now,Gracie Abrams,0.1500419730320573,0.52428100211545825,0.634457775123883,0.32486136723309755,106.83388606645167,21.45093024149537
2024-06-01,Close to you,Gracie Abrams,0.23197968844324351,0.6796366180293262,0.6595600060885771,0.018541613034904005,156.38237125240266,21.45093024149537
2024-06-01,Sparks,Coldplay,0.7253652008250356,0.6888629387132823,0.9262430207571014,0.44173932243138553,123.24021723121405,21.45093024149537
2024-06-01,Paradise,Coldplay,0.5770312326028944,0.5319778554141521,0.6056458391598426,0.7821555685251952,96.03082898072898,21.45093024149537
2024-06-01,Little Things,One Direction,0.47918734215199954,0.7720438103191555,0.7126011945889331,0.3033953407779336,70.60767017304897,21.45093024149537
2024-06-01,Right Now,One Direction,0.8457126675173641,0.6096092019230127,0.7662972276797517,0.4688567366451025,148.47102239727974,21.45093024149537
2024-06-02,This is me trying,Taylor Swift,0.8909142319113016,0.7249322955496609,0.7234075421583839,0.6906299583613873,158.52914951741695,27.45966162532568
2024-06-02,Fearless,Taylor Swift,0.5529972912743688,0.6400507350452245,0.707211828918662,0.4273823579773307,78.79325277172029,27.45966162532568
2024-06-02,About you,The 1975,0.6075440431013703,0.6807604420930147,0.9193593839881942,0.7904414592310787,132.8870241343975,27.45966162532568
